ID,trialseq,Ab,DV,US,noUS
108,1,1,0.923868281,0,1
108,2,1,0.507201693,0,1
108,3,1,0.087448575,0,1
108,4,1,0.064814823,0,1
108,5,1,0.074074098,0,1
108,6,1,0.072016477,0,1
108,7,1,0.111111119,0,1
108,8,1,0.064814823,0,1
108,9,1,0.073045268,0,1
108,10,1,0.090534987,0,1
108,11,1,0.080246922,0,1
108,12,1,0.093621399,0,1
109,1,1,0.977366349,0,1
109,2,1,0.977366349,0,1
109,3,1,0.986625546,0,1
109,4,1,0.984567964,0,1
109,5,1,0.974279898,0,1
109,6,1,0.974279898,0,1
109,7,1,0.974279898,0,1
109,8,1,0.974279898,0,1
109,9,1,0.974279898,0,1
109,10,1,0.974279898,0,1
109,11,1,0.975308611,0,1
109,12,1,0.975308611,0,1
110,1,1,0.993066256,0,1
110,2,1,0.994778292,0,1
110,3,1,0.99135422,0,1
110,4,1,0.993066256,0,1
110,5,1,0.996490327,0,1
110,6,1,0.993066256,0,1
110,7,1,0.996490327,0,1
110,8,1,0.993066256,0,1
110,9,1,0.99135422,0,1
110,10,1,0.994778292,0,1
110,11,1,0.987930149,0,1
110,12,1,0.864663585,0,1
111,1,1,0.999416375,0,1
111,2,1,0.996915124,0,1
111,3,1,0.116474904,0,1
111,4,1,0.002251126,0,1
111,5,1,0.002251126,0,1
111,6,1,0.001417375,0,1
111,7,1,0.005586127,0,1
111,8,1,0.002251126,0,1
111,9,1,0.056444889,0,1
111,10,1,0.003918626,0,1
111,11,1,0.003084876,0,1
111,12,1,0.002251126,0,1
112,1,1,0.947530864,0,1
112,2,1,0.781893004,0,1
112,3,1,0.495884774,0,1
112,4,1,0.007201646,0,1
112,5,1,0.00617284,0,1
112,6,1,0.001028806,0,1
112,7,1,0.001028806,0,1
112,8,1,0.00308642,0,1
112,9,1,0,0,1
112,10,1,0,0,1
112,11,1,0.002057613,0,1
112,12,1,0.004115226,0,1
113,1,1,0.997077497,0,1
113,2,1,0.993991133,0,1
113,3,1,0.996048709,0,1
113,4,1,0.996048709,0,1
113,5,1,0.995019921,0,1
113,6,1,0.998106285,0,1
113,7,1,0.998106285,0,1
113,8,1,0.998106285,0,1
113,9,1,0.998106285,0,1
113,10,1,0.998106285,0,1
113,11,1,0.977530015,0,1
113,12,1,0.995019921,0,1
114,1,1,0.817901235,0,1
114,2,1,0.477366255,0,1
114,3,1,0.466049383,0,1
114,4,1,0.130658436,0,1
114,5,1,0.112139918,0,1
114,6,1,0.199588477,0,1
114,7,1,0.149176955,0,1
114,8,1,0.102880659,0,1
114,9,1,0.103909465,0,1
114,10,1,0.105967078,0,1
114,11,1,0.117283951,0,1
114,12,1,0.112139918,0,1
115,1,1,0.994855967,0,1
115,2,1,0.994855967,0,1
115,3,1,0.994855967,0,1
115,4,1,0.99691358,0,1
115,5,1,0.99691358,0,1
115,6,1,0.489711934,0,1
115,7,1,0.489711934,0,1
115,8,1,0.00308642,0,1
115,9,1,0.00308642,0,1
115,10,1,0.00308642,0,1
115,11,1,0.00308642,0,1
115,12,1,0.00308642,0,1
116,1,1,0.973090278,0,1
116,2,1,0.609953704,0,1
116,3,1,0.505787037,0,1
116,4,1,0.204861111,0,1
116,5,1,0.042824074,0,1
116,6,1,0.000868056,0,1
116,7,1,0.000868056,0,1
116,8,1,0.018229167,0,1
116,9,1,0.006655093,0,1
116,10,1,0.005208333,0,1
116,11,1,0.005208333,0,1
116,12,1,0.005208333,0,1
117,1,1,0.999761285,0,1
117,2,1,0.999050564,0,1
117,3,1,0.999050564,0,1
117,4,1,0.00500217,0,1
117,5,1,0.00500217,0,1
117,6,1,0.00500217,0,1
117,7,1,0.00500217,0,1
117,8,1,0.00500217,0,1
117,9,1,0.00500217,0,1
117,10,1,0.00562066,0,1
117,11,1,0.00562066,0,1
117,12,1,0.00562066,0,1
